,text
42, Nitroglycerin Orifarm Orifarm Healthcare (Orifarm Healthcare AS) : Kapitell forsiktighet: ForsiktighetsreglerToleranseutvikling og krysstoleranse til andre nitrater kan forekomme. Nitratfrie perioder på 8-12 timer hvert døgn bør tilstrebes for å motvirke toleranseutvikling. Bør brukes med forsiktighet ved alvorlig hypotensjon (inkl. ortostatisk hypotensjon)  alvorlig anemi  hypovolemi  hypoksemi  lavt fyllingstrykk (f.eks. akutt myokardinfarkt  venstre ventrikkelsvikt)  konstriktiv perikarditt  bradykardi  obstruktiv hypertrofisk kardiomyopati  aorta- og/eller mitralstenose  kretsløpskollaps  kardiogent sjokk  cerebral arteriosklerose  sykdommer som ledsages av økt intrakranialt trykk (ytterligere trykkøkning er hittil kun sett ved høye glyseroltrinitratdoser)  cerebral hemoragi og kranietraumer  hypertyreose. Glyseroltrinitrat kan indusere eller forverre hypoksemi. Alkohol bør unngås pga. dets hypotensive virkning. Legekontroll av intraokulært trykk hos glaukompasienter anbefales. Forsiktighet utvises når glyseroltrinitrat brukes hos pasienter med stor diurese pga. diuretikabehandling  alvorlig nedsatt lever- og nyrefunksjon. Hos pasienter som tidligere er behandlet med organiske nitrater som isosorbiddinitrat eller isosorbidmononitrat  kan det være nødvendig å øke glyseroltrinitratdosen for å oppnå ønsket effekt. Hjelpestoffer: Inneholder laktose og bør ikke brukes ved galaktoseintoleranse  total laktasemangel eller glukose-galaktosemalabsorpsjon. Bilkjøring og bruk av maskiner: Glyseroltrinitrat kan pga. av bivirkninger påvirke evnen til å kjøre bil og bruke maskiner i liten eller moderat grad. Denne effekten potenseres ved alkoholinntak.
43, Nitroglycerin Orifarm Orifarm Healthcare (Orifarm Healthcare AS) : Kapitell dosering-strukturert: Dosering                 Voksne                              0 25-0 5 mg under tungen ved anfall eller før aktiviteter som utløser anfall. Dosen kan gjentas hvert 5. minutt etter behov inntil smertelindring er oppnådd. Dosen må ikke overstige 3 sublingvaltabletter i løpet av 15 minutter. Dersom ikke smertelindring oppnås  skal legehjelp søkes.                Spesielle pasientgrupper  Barn og ungdom <15 år: Anbefales ikke pga. utilstrekkelige sikkerhets- og effektdata. Eldre: Studier ikke utført. Forsiktighet bør utvises pga. aldersavhengig nedsatt nyrefunksjon og følsomhet for nitraters hypotensive effekt.     Administrering Skal legges under tungen  helst i sittende eller liggende posisjon. Kan ikke brukes ved munntørrhet.              Legemiddelfoto               Nitroglycerin Orifarm «Orifarm Healthcare» sublingvaltabletter 0 25 mg         Form: Rund   Overflateform: Flat   Deling: Uten delestrek/-kors   Mål (lengde × bredde): 6.0x6.0 mm   Offisiell farge: Hvit   Farge: Hvit      Farge og størrelse på kapsel/tablett kan avvike noe.            Nitroglycerin Orifarm «Orifarm Healthcare» sublingvaltabletter 0 5 mg         Form: Rund   Overflateform: Flat   Deling: Uten delestrek/-kors   Mål (lengde × bredde): 6.0x6.0 mm   Offisiell farge: Hvit   Farge: Hvit      Farge og størrelse på kapsel/tablett kan avvike noe.
44, Nitroglycerin Orifarm Orifarm Healthcare (Orifarm Healthcare AS) : Kapitell overdosering: Overdosering/Forgiftning        Forgiftninger - Giftinformasjonen                                      C01D A02                                              Glyseroltrinitrat                            C01D A02   Glyseroltrinitrat                                                            Toksisitet: Barn: <2 mg forventes ingen eller lette symptomer. Voksne: 25 mg og 60 mg ga lett til moderat og 24 mg (trolig sublingualt) ga alvorlig forgiftning.                                                                                      Klinikk og behandling: Se Nitrater  C01D A                        SymptomerKraftig ansiktsrødme  alvorlig hodepine  vertigo  takykardi  kvelningsfornemmelser  hypotensjon  besvimelse  cyanose og methemoglobinemi kan forekomme. Hos noen få pasienter kan det oppstå sjokklignende reaksjon med kvalme  oppkast  svakhet  svetting og besvimelsesanfall.               BehandlingSymptomatisk. Ved hypotensjon bør første tiltak være i.v. væsketilførsel. Methemoglobinemi bør behandles med i.v. metylenblått og/eller toludinblått. I mer alvorlige tilfeller bør det gis symptomatisk behandling for respiratoriske og kretsløpsdefekter.
45, Nitroglycerin Orifarm Orifarm Healthcare (Orifarm Healthcare AS) : Kapitell LastDateChangedSection: Sist endret: 31.05.2022               (priser og ev. refusjon oppdateres hver 14. dag)
46, Nitrolingual Pohl Boskamp (Navamedic ASA) : Kapitell indikasjon: IndikasjonerAngina pectoris.
47, Nitrolingual Pohl Boskamp (Navamedic ASA) : Kapitell spc-preparatomtale: SPC (preparatomtale)    Nitrolingual SUBLINGVALSPRAY 0 4 mg/doseGå til godkjent preparatomtale    Lenkene går til godkjente preparatomtaler (SPC) på Legemiddelverkets nettside. Legemidler sentralt godkjent i EU/EØS lenkes til preparatomtaler på nettsiden til The European Medicines Agency (EMA). For sentralt godkjente legemidler ligger alle styrker og legemiddelformer etter hverandre i samme dokument.
48, Nitrolingual Pohl Boskamp (Navamedic ASA) : Kapitell vnrtabell: Pakninger  priser og refusjon  Nitrolingual  SUBLINGVALSPRAY:     Styrke Pakning                    Varenr. Refusjon Pris (kr) R.gr.     0 4 mg/dose 200 doser 422162 Blå resept 116 60 C
49, Nitrolingual Pohl Boskamp (Navamedic ASA) : Kapitell bivirkning: Bivirkninger Gå til bivirkningssøk                 Frekvensintervaller: Svært vanlige (≥1/10)  vanlige (≥1/100 til <1/10)  mindre vanlige (≥1/1000 til <1/100)  sjeldne (≥1/10 000 til <1/1000)  svært sjeldne (<1/10 000) og ukjent frekvens.                        Bivirkningsoppslag                                    Ved behandlingsstart kan nitratindusert hodepine forekomme  men dette avtar vanligvis ved fortsatt bruk. Store doser kan gi oppkast  cyanose  rastløshet  methemoglobinemi og respirasjonsforstyrrelse. Forbigående hypoksemi kan oppstå som følge av redistribusjon av blodforsyningen i hypoventilerte alveoleregioner  og ved koronarsykdom kan dette medføre iskemi.                     Endre sortering til Frekvens      Organklasse Bivirkning   Blod/lymfe   Svært sjeldne Methemoglobinemi   Gastrointestinale   Mindre vanlige Kvalme  oppkast   Ukjent frekvens Hevelse i tunge1   Generelle   Vanlige Asteni   Hjerte   Vanlige Takykardi   Mindre vanlige Bradykardi  cyanose  økte symptomer på angina pectoris   Hud   Mindre vanlige Allergisk dermatitt1   Svært sjeldne Eksfoliativ dermatitt   Kar   Vanlige Ortostatisk hypotensjon   Mindre vanlige Ansiktsrødme  kardiovaskulær insuffisiens   Luftveier   Svært sjeldne Respirasjonsdepresjon   Nevrologiske   Vanlige Hodepine  somnolens  svimmelhet   Mindre vanlige Synkope   Svært sjeldne Hjerneiskemi   Psykiske   Svært sjeldne Rastløshet   Undersøkelser   Vanlige Redusert blodtrykk      1Overfølsomhetsreaksjon                          Ved behandlingsstart kan nitratindusert hodepine forekomme  men dette avtar vanligvis ved fortsatt bruk. Store doser kan gi oppkast  cyanose  rastløshet  methemoglobinemi og respirasjonsforstyrrelse. Forbigående hypoksemi kan oppstå som følge av redistribusjon av blodforsyningen i hypoventilerte alveoleregioner  og ved koronarsykdom kan dette medføre iskemi.                     Endre sortering til Organklasse      Frekvens Bivirkning   Vanlige   Generelle Asteni   Hjerte Takykardi   Kar Ortostatisk hypotensjon   Nevrologiske Hodepine  somnolens  svimmelhet   Undersøkelser Redusert blodtrykk   Mindre vanlige   Gastrointestinale Kvalme  oppkast   Hjerte Bradykardi  cyanose  økte symptomer på angina pectoris   Hud Allergisk dermatitt1   Kar Ansiktsrødme  kardiovaskulær insuffisiens   Nevrologiske Synkope   Svært sjeldne   Blod/lymfe Methemoglobinemi   Hud Eksfoliativ dermatitt   Luftveier Respirasjonsdepresjon   Nevrologiske Hjerneiskemi   Psykiske Rastløshet   Ukjent frekvens   Gastrointestinale Hevelse i tunge1      1Overfølsomhetsreaksjon              Rapportering av bivirkninger
50, Nitrolingual Pohl Boskamp (Navamedic ASA) : Kapitell oppbevaring-holdbarhet: Oppbevaring og holdbarhetOppbevares ved høyst 25°C.
51, Nitrolingual Pohl Boskamp (Navamedic ASA) : Kapitell kontraindikasjon: KontraindikasjonerOverfølsomhet for innholdsstoffene. Akutt sirkulasjonssvikt (sjokk  sirkulasjonssvikt  hypovolemisk sjokk). Alvorlig hypotensjon (systolisk blodtrykk <90 mm Hg). Kardiogent sjokk  med mindre tilstrekkelig høyt endediastolisk trykk i venstre ventrikkel sikres ved motpulsasjon i aorta eller positivt inotrope legemidler. Angina forårsaket av hypertrofisk obstruktiv kardiomyopati  da det kan forverre utstrømsobstruksjon. Mulig økt intrakranielt trykk (f.eks. hjerneblødning eller hodeskade). Samtidig bruk av fosfodiesterasehemmere (til behandling av erektil dysfunksjon eller pulmonal arteriell hypertensjon) pga. betydelig økning i hypotensiv effekt og påfølgende alvorlige bivirkninger (f.eks. synkope  paradoksal myokardiskemi)  se Interaksjoner.
52, Nitrolingual Pohl Boskamp (Navamedic ASA) : Kapitell graviditet-amming: Graviditet  amming og fertilitet        Bruk under graviditet - Legemiddelhåndboken                Glyseroltrinitrat      Erfaring med bruk hos gravide er begrenset                         Bruk under amming - Legemiddelhåndboken            Relative doseverdier:  Overgang til morsmelk angis som minimal (< 2 %)  liten (2-5 %)  moderat (5-10 %) eller høy (10-50 %) basert på fraksjon av morens dose/kg kroppsvekt som barnet tilføres. (Barnets relative dose.) Over 3-4 ukers bruk ansees som langtidsbehandling.                        Glyseroltrinitrat (MM-kategori  3)      Opplysninger mangler                   GraviditetIngen kliniske data. Dyrestudier indikerer ingen direkte eller indirekte skadelige effekter på svangerskapsforløp  embryo-/fosterutvikling  fødsel eller postnatal utvikling. Forsiktighet må utvises ved forskrivning til gravide.               AmmingUkjent om glyseroltrinitrat eller dets metabolitter utskilles i morsmelk. En risiko for barn som ammes kan ikke utelukkes. Det må tas en beslutning om amming skal opphøre eller behandling avstås fra  basert på nytte-/risikovurdering.               FertilitetDyrestudier indikerte ingen skadelige effekter mht. fertilitet.
53, Nitrolingual Pohl Boskamp (Navamedic ASA) : Kapitell BasedOnSPC: Basert på SPC godkjent av SLV/EMA: 02.11.2017
54, Nitrolingual Pohl Boskamp (Navamedic ASA) : Kapitell deklarasjon: SUBLINGVALSPRAY 0 4 mg/dose: Hver dose inneh.: Glyseroltrinitrat 0 4 mg  etanol  middels langkjedete triglyserider  peppermynteolje  middels langkjedete partielle triglyserider  (s)-natriumlaktatoppløsning  (s)-melkesyre  vann.
55, Nitrolingual Pohl Boskamp (Navamedic ASA) : Kapitell egenskap: Egenskaper og miljø  VirkningsmekanismeVirker avslappende på glatt muskulatur via dannelse av nitrogenoksid (NO) og c-GMP. Venedilatasjon gir økt venekapasitet og redusert tilbakestrøm av blod til hjertet. Spasmer i koronararterier avtar  og perifer karmotstand minker. Dette gir redusert volum- og trykkbelastning på hjertet  øker O2-tilførselen  minsker O2-behovet og bedrer perfusjon av subendokardiale cellelag truet av iskemi. Slagvolum kan bedres.               AbsorpsjonFullstendig. Utstrakt first pass-metabolisme såvel som spontan hydrolyse i blodet. Høy erytrocyttbinding og akkumulering til karvegg. Etter sublingual administrering blir glyseroltrinitrat hurtig absorbert fra munnhulen. Systemisk tilgjengelighet er gjenstand for store individuelle variasjoner med et gjennomsnitt på 39%.               Proteinbinding60%.               Halveringstid2-4 minutter.               Terapeutisk serumkonsentrasjon0 1-3 ng/ml. Store intra- og interindividuelle variasjoner etter sublingual administrering. Sublingual dose på 0 4 mg gir Cmax 1 9 ± 1 6 ng/ml og Tmax 5 ± 2 minutter.               MetabolismeRask denitrering i lever og erytrocytter.               UtskillelseHovedsakelig i urin.                      Miljø og legemidler                C01D A02                         Glyseroltrinitrat                                                                           PNEC: 0 4 μg/liter  Salgsvekt: 10 84207 kg   Miljørisiko: Bruk av glyseroltrinitrat gir ubetydelig risiko for miljøpåvirkning.   Bioakkumulering: Glyseroltrinitrat har lavt potensiale for bioakkumulering.  Nedbrytning: Glyseroltrinitrat brytes ned i miljøet.   Miljørisiko er beregnet utifra forholdet mellom forventet konsentrasjon i vann (Predicted Environmental Concentration - PEC) og høyeste sikre konsentrasjon (Predicted No Effect Concentration - PNEC). PEC er beregnet utifra årlig salgsvekt i Norge.                          Miljøinformasjonen (datert 26.11.2020) er utarbeidet av Novartis.                        Les mer på Fass     Se miljøinfo for virkestoff i samme ATC-gruppe
56, Nitrolingual Pohl Boskamp (Navamedic ASA) : Kapitell forsiktighet: ForsiktighetsreglerSpesielt tett legeoppfølging er nødvendig ved konstriktiv perikarditt  perikardtamponade  akutt hjerteinfarkt med lavt fyllingstrykk (reduksjon av systolisk blodtrykk til <90 mm Hg skal unngås)  aorta- og/eller alvorlig mitralstenose  tendens til ortostatiske sirkulasjonsforstyrrelser eller ved cerebrovaskulær sykdom da symptomer kan utløses av hypotensjon. Bruk av glyseroltrinitrat kan teoretisk sett begrense blodtilførsel til myokard hos pasienter med venstre ventrikkelhypertrofi forbundet med aortastenose  pga. skadelige effekter som takykardi og redusert diastolisk aortatrykk. Hemodynamikkstudier med et lite antall pasienter med aortaklaffstenose  med eller uten samtidig signifikant koronarsykdom  undersøkt i liggende stilling  viste ikke bivirkninger med preparatet. Det synes imidlertid tilrådelig å være forsiktig ved behandling av ambulante pasienter med en kombinasjon av angina og moderat til alvorlig aortaklaffstenose. Hjelpestoffer: Inneholder små mengder etanol  <10 mg pr. spraydose. Bilkjøring og bruk av maskiner: Kan påvirke evnen til å kjøre bil eller bruke maskiner. Pasienten bør vente minst 5 minutter etter bruk før kjøring eller bruk av maskiner. Ved følelse av å besvime  svimmelhet eller uvelhet skal pasienten vente til dette bedres. Dette kan særlig oppstå ved behandlingsstart  ved doseøkning  ved bytte av legemiddel eller i kombinasjon med alkohol.
57, Nitrolingual Pohl Boskamp (Navamedic ASA) : Kapitell dosering-strukturert: Dosering                 Voksne               Ved anfall eller truende anfall: 1-2 spraydoser (0 4-0 8 mg)  med ca. 30 sekunders mellomrom mellom hver dose  sprayes under tungen uten samtidig innånding. Dersom symptomene ikke har opphørt etter maks. anbefalt dosering  skal pasienten umiddelbart oppsøke legehjelp.                Spesielle pasientgrupper  Barn: Ingen data. Eldre: Hypotensjon og synkope kan være et problem ved bruk. Dosejustering ikke nødvendig.     Tilberedning/Håndtering Fyll doseringskammeret helt ved førstegangsbruk; aktiver først ventilen og spray innholdet ut i luften til væsken kommer ut (press sprayventilen så langt ned som mulig og slipp). Dette kan også være nødvendig dersom det er lenge siden sprayen har vært brukt. Sprayen er nå klar til bruk  og trenger ikke ristes.                Administrering Sprayes under tungen. Pasienten skal rådes til å sitte ved administrering  hvis mulig. Sprayen holdes loddrett med sprayhodet opp og åpningen så nær den åpne munnen som mulig. Åpningen kan lett føles ved berøring  og kan derfor også brukes som en pålitelig indikator på flaskens posisjon ved bruk om natten. Lukk munnen straks etter sprayingen. Sprayen skal ikke inhaleres. Se pakningsvedlegg for nærmere bruksanvisning.              Legemiddelfoto                Nitrolingual «Pohl Boskamp» sublingvalspray 0 4 mg/dose
